Speaker_ID,main_speaker
1241,Keller Rinaudo
1242,Laura Snyder
1243,Rose George
1244,Thomas Insel
1245,Joshua Prager
1246,Andres Lozano
1247,BLACK
1248,John McWhorter
1249,Robert Gordon
1250,Erik Brynjolfsson
1251,Michael Stevens
1252,Jennifer Healey
1253,Nilofer Merchant
1254,SebastiÃ£o Salgado
1255,Rita Pierson
1256,Timothy Bartik
1257,ShaoLan
1258,Ramsey Musallam
1259,Pearl Arredondo
1260,Malcolm London
1261,Geoffrey Canada
1262,Angela Lee Duckworth
1263,Meg Jay
1264,Maria Bezaitis
1265,Liu Bolin
1266,Jay Silver
1267,Sergey Brin
1268,Peter Singer
1269,Phil Hansen
1270,Judy MacDonald Johnston
1271,Alastair Parvin
1272,Ji-Hae Park
1273,Jackson Katz
1274,Hendrik Poinar
1275,Lisa Bu
1276,Andrew Solomon
1277,Alex Laskey
1278,Anas Aremeyaw Anas
1279,Denise Herzing
1280,Martin Villeneuve
1281,Raffaello D'Andrea
1282,George Papandreou
1283,Daniel Suarez
1284,Manal al-Sharif
1285,Didier Sornette
1286,Juliana Rotich
1287,Joseph Kim
1288,Paul Pholeros
1289,Peter Attia
1290,Bob Mankoff
1291,Michael Archer
1292,Eric X. Li
1293,Joel Selanikio
1294,Jinha Lee
1295,Charmian Gooch
1296,Michael Green
1297,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf"
1298,Jack Andraka
1299,Al Vernacchio
1300,Bernie Krause
1301,Gavin Pretor-Pinney
1302,Pico Iyer
1303,Miranda Wang and Jeanny Yao
1304,Tom Thum
1305,John Searle
1306,Kate Stone
1307,Roberto D'Angelo + Francesca Fedeli
1308,Paul Kemp-Robertson
1309,Tania Luna
1310,Bastian Schaefer
1311,Eli Beer
1312,Julie Taymor
1313,Peter van Manen
1314,Beardyman
1315,Daniel H. Cohen
1316,Jinsop Lee
1317,Saki Mafundikwa
1318,Eleanor Longden
1319,Derek Paravicini and Adam Ockelford
1320,Shigeru Ban
1321,Russell Foster
1322,Steve Ramirez and Xu Liu
1323,May El-Khalil
1324,Adam Spencer
1325,Kelly McGonigal
1326,Chrystia Freeland
1327,Alexa Meade
1328,George Monbiot
1329,Jake Barton
1330,Ron McCallum
1331,Sonia Shah
1332,Apollo Robbins
1333,James Lyne
1334,Marla Spivak
1335,Eric Berlow and Sean Gourley
1336,Andras Forgacs
1337,Benjamin Barber
1338,Elizabeth Loftus
1339,Stuart Firestein
1340,Onora O'Neill
1341,James Flynn
1342,Kevin Breel
1343,Kelli Swazey
1344,Amy Webb
1345,Fabian Oefner
1346,Jason Pontin
1347,Michael Porter
1348,Janette Sadik-Khan
1349,Trita Parsi
1350,Gary Slutkin
1351,Andrew Fitzgerald
1352,Jeff Speck
1353,Amanda Bennett
1354,Iwan Baan
1355,Alessandro Acquisti
1356,Hetain Patel
1357,Steve Howard
1358,Charles Robertson
1359,Parul Sehgal
1360,Gian Giudice
1361,Xavier Vilalta
1362,Mariana Mazzucato
1363,Mohamed Hijri
1364,Abha Dawesar
1365,Holly Morris
1366,Dong Woo Jang
1367,Rodrigo Canales
1368,Robin Nagle
1369,GrÃ©goire Courtine
1370,Dambisa Moyo
1371,Chris Downey
1372,Mohamed Ali
1373,Stefan Larsson
1374,Lian Pin Koh
1375,Greg Asner
1376,Henry Evans and Chad Jenkins
1377,Andreas Raptopoulos
1378,Peter Doolittle
1379,Suzana Herculano-Houzel
1380,David Steindl-Rast
1381,Toby Eccles
1382,Geraldine Hamilton
1383,Sally Kohn
1384,David Lang
1385,Enrique PeÃ±alosa
1386,Boyd Varty
1387,DiÃ©bÃ©do Francis KÃ©rÃ©
1388,Eddy Cartaya
1389,Stephen Cave
1390,Toni Griffin
1391,Marco Annunziata
1392,Krista Donaldson
1393,Paul Piff
1394,Mick Cornett
1395,Maysoon Zayid
1396,Suzanne Talhouk
1397,Roger Stein
1398,Sandra Aamodt
1399,Frederic Kaplan
1400,Ryan Holladay
1401,Harish Manwani
1402,Mark Kendall
1403,Luke Syson
1404,Guy Hoffman
1405,Paula Johnson
1406,Yves Morieux
1407,Joe Kowan
1408,Anant Agarwal
1409,Anne Milgram
1410,McKenna Pope
1411,Nicolas Perony
1412,Maya Penn
1413,Esta Soler
1414,Dan Berkenstock
1415,Teddy Cruz
1416,Alex Wissner-Gross
1417,David Puttnam
1418,Leyla Acaroglu
1419,Chris McKnett
1420,Rupal Patel
1421,Yann Dall'Aglio
1422,Molly Stevens
1423,Roselinde Torres
1424,Christopher Ryan
1425,Ash Beckham
1426,Siddharthan Chandran
1427,Catherine Bracy
1428,Michael Metcalfe
1429,Henry Lin
1430,Annette Heuser
1431,Mary Lou Jepsen
1432,Philip Evans
1433,Christopher Soghoian
1434,Gabe Barcia-Colombo
1435,Manu Prakash
1436,Ajit Narayanan
1437,Anne-Marie Slaughter
1438,Toby Shapshak
1439,Carin Bondar
1440,Steven Pinker and Rebecca Newberger Goldstein
1441,Daniel Reisel
1442,Edward Snowden
1443,Chris Hadfield
1444,Richard Ledgett
1445,Larry Page
1446,Ziauddin Yousafzai
1447,Bran Ferren
1448,Ed Yong
1449,Del Harvey
1450,Hugh Herr
1451,Geena Rocero
1452,TED staff
1453,Allan Adams
1454,Bill and Melinda Gates
1455,Jennifer Golbeck
1456,Amanda Burden
1457,Christopher Emdin
1458,David Sengeh
1459,Gabby Giffords and Mark Kelly
1460,Jennifer Senior
1461,Norman Spack
1462,Jeremy Kasdin
1463,Matthew Carter
1464,Sarah Lewis
1465,Michel Laberge
1466,Hamish Jolly
1467,James Patten
1468,Wendy Chung
1469,David Epstein
1470,Andrew Bastawrous
1471,Gavin Schmidt
1472,Mellody Hobson
1473,Randall Munroe
1474,Mark Ronson
1475,William Black
1476,Kevin Briggs
1477,Tristram Wyatt
1478,Jackie Savitz
1479,Chris Kluwe
1480,Wes Moore
1481,Sebastian Junger
1482,Jon Mooallem
1483,Kitra Cahana
1484,Stephen Friend
1485,Sting
1486,Stephen Burt
1487,Yoruba Richen
1488,Stella Young
1489,Keren Elazari
1490,Will Potter
1491,Uri Alon
1492,Kwame Anthony Appiah
1493,Anne Curzan 
1494,Ruth Chang
1495,Jamila Lyiscott
1496,Shaka Senghor
1497,Lorrie Faith Cranor
1498,Naomi Oreskes
1499,Ge Wang
1500,Chris Domas
1501,Sara Lewis
1502,Simon Anholt
1503,George Takei
1504,Joi Ito
1505,Renata Salecl
1506,Karima Bennoune
1507,David Kwong
1508,David Chalmers
1509,Nikolai Begg
1510,Shih Chieh Huang
1511,Heather Barnett
1512,Shai Reshef
1513,Hubertus Knabe
1514,Janet Iwasa
1515,Megan Washington
1516,Talithia Williams
1517,Nick Hanauer
1518,Dan Pacholke
1519,Eric Liu
1520,Clint Smith
1521,Aziza Chaouni
1522,Laurel Braitman
1523,Ziyah GaficÌ
1524,Rose Goslinga
1525,Meera Vijayann
1526,Jill Shargaa
1527,Jim Holt
1528,Shubhendu Sharma
1529,Colin Grant
1530,Zak Ebrahim
1531,Dan Barasch
1532,Hans and Ola Rosling
1533,Uldus Bakhtiozina
1534,Rishi Manchanda
1535,Andrew Connolly
1536,Mac Barnett
1537,Avi Reichental
1538,Antonio Donato Nobre
1539,Lord Nicholas Stern
1540,Kenneth Cukier
1541,Eman Mohammed
1542,Matthew O'Reilly
1543,Francis de los Reyes
1544,Susan Colantuono
1545,Gail Reed
1546,Nancy Kanwisher
1547,Daria van den Bercken
1548,Thomas Piketty
1549,Meaghan Ramsey
1550,Pia Mancini
1551,Dilip Ratha
1552,Glenn Greenwald
1553,Jeff Iliff
1554,Myriam Sidibe
1555,Jorge Soto
1556,Melissa Fleming
1557,Susan Etlinger
1558,Fred Swaniker
1559,Joy Sun
1560,Fabien Cousteau
1561,Marc Abrahams
1562,Kimberley Motley
1563,Sergei Lupashin
1564,Debra Jarvis
1565,Jeremy Heimans
1566,Alessandra Orofino
1567,Ameenah Gurib-Fakim
1568,Kare Anderson
1569,Alejandro Aravena
1570,Haas&Hahn
1571,Ramanan Laxminarayan
1572,Ethan Nadelmann
1573,Leana Wen
1574,Vincent Moon and NanÃ¡ Vasconcelos
1575,David Grady
1576,Will Marshall
1577,Nancy Frates
1578,Joe Landolina
1579,Rosie King
1580,Mark Plotkin
1581,Emily Balcetis
1582,Oren Yakobovich
1583,Rainer Strack
1584,Barbara Natterson-Horowitz
1585,Aakash Odedra
1586,Jose Miguel Sokoloff
1587,Anastasia Taylor-Lind
1588,Thomas Hellum
1589,Catherine Crump
1590,Dave Troy
1591,VernÄ Myers
1592,Jeremy Howard
1593,Carol Dweck
1594,Bruno Torturra
1595,Mundano
1596,Michael Rubinstein
1597,Asha de Vos
1598,Daniele Quercia
1599,Aziz Abu Sarah
1600,Fredy Peccerelli
1601,Tasso Azevedo
1602,Navi Radjou
1603,Robert Swan
1604,Robert Muggah
1605,Cristina Domenech
1606,Sarah Bergbreiter
1607,Joe Madiath
1608,Morgana Bailey
1609,Severine Autesserre
1610,Khadija Gbla
1611,Bassam Tariq
1612,Zeynep Tufekci
1613,Ben Ambridge
1614,Brian Dettmer
1615,Jaap de Roode
1616,Ricardo Semler
1617,Kenneth Shinozuka
1618,Guy Winch
1619,Nadine Burke Harris
1620,Laura Boushnak
1621,Angelo Vermeulen
1622,James A. White Sr.
1623,Rob Knight
1624,Khalida Brohi
1625,Romina Libster
1626,Ben Wellington
1627,Helder GuimarÃ£es
1628,Jon Gosier
1629,Topher White
1630,Harry Baker
1631,Andy Yen
1632,Ilona SzabÃ³ de Carvalho
1633,Sangu Delle
1634,Marc Kushner
1635,Ismael Nazario
1636,Shimpei Takahashi
1637,Linda Hill
1638,Vincent Cochetel
1639,Robyn Stein DeLuca
1640,David Eagleman
1641,Joseph DeSimone
1642,Monica Lewinsky
1643,Fei-Fei Li
1644,Anand Giridharadas
1645,Dave Isay
1646,Theaster Gates
1647,Dame Stephanie Shirley
1648,Alison Killing
1649,Daniel Kish
1650,Kevin Rudd
1651,Boniface Mwangi
1652,Bel Pesce
1653,Eduardo SÃ¡enz de CabezÃ³n
1654,Fred Jansen
1655,Barat Ali Batoor
1656,Kailash Satyarthi
1657,Takaharu Tezuka
1658,Paul Tudor Jones II
1659,Nathalie Cabrol
1660,Gary Haugen
1661,Jedidah Isler
1662,Chris Milk
1663,Nizar Ibrahim
1664,Sophie Scott
1665,Alice Goffman
1666,Pamela Ronald
1667,Abe Davis
1668,Bill T. Jones
1669,Tal Danino
1670,Dawn Landes
1671,Anand Varma
1672,Elora Hardy
1673,Roman Mars
1674,The Lady Lifers
1675,Martine Rothblatt
1676,Cosmin Mihaiu
1677,Steven Wise
1678,Chris Burkard
1679,Jeffrey Brown
1680,Yassmin Abdel-Magied
1681,Sara Seager
1682,Jimmy Nelson
1683,Laura Schulz
1684,Tony Fadell
1685,Trevor Aaronson
1686,Linda Cliatt-Wayman
1687,Suki Kim
1688,Donald Hoffman
1689,Lee Mokobe
1690,Rana el Kaliouby
1691,Steve Silberman
1692,LaToya Ruby Frazier
1693,Joey Alexander
1694,Roxane Gay
1695,Maryn McKenna
1696,Chris Urmson
1697,Dame Ellen MacArthur
1698,Jimmy Carter
1699,Latif Nasser
1700,Rajiv Maheswaran
1701,Memory Banda
1702,Johann Hari
1703,Noy Thrupkaew
1704,Aspen Baker
1705,Alec Soth + Stacey Baker
1706,Salvatore Iaconesi
1707,Marlene Zuk
1708,Alaa Murabit
1709,John Green
1710,eL Seed
1711,Yuval Noah Harari
1712,Benedetta Berti
1713,Rich Benjamin
1714,Matt Kenyon
1715,Patience Mthunzi
1716,Alix Generous
1717,Manuel Lima
1718,Tony Wyss-Coray
1719,Dustin Yellin
1720,Jim Al-Khalili
1721,Robin Murphy
1722,Wendy Freedman
1723,Elizabeth Nyamayaro
1724,Jamie Bartlett
1725,Jim Simons
1726,Alan Eustace
1727,BJ Miller
1728,Billie Jean King
1729,David Rothkopf
1730,Mia Birdsong
1731,Michael Kimmel
1732,Mandy Len Catron
1733,Scott Dinsmore
1734,Sakena Yacoobi
1735,Frances Larson
1736,Mary Robinson
1737,Robin Morgan
1738,Samuel Cohen
1739,Taiye Selasi
1740,Mac Stone
1741,Martin Pistorius
1742,Emilie Wapnick
1743,Alice Bows-Larkin
1744,Siddhartha Mukherjee
1745,Neri Oxman
1746,Sandrine Thuret
1747,Teitur
1748,Alyson McGregor
1749,Anders Fjellberg
1750,Meklit Hadero
1751,Jennifer Doudna
1752,Tea Uglow
1753,Francesco Sauro
1754,Hilary Cottam
1755,Christine Sun Kim
1756,Mathias Jud
1757,Daniel Levitin
1758,PatrÃ­cia Medici
1759,Jenni Chang and Lisa Dazols
1760,Andreas EkstrÃ¶m
1761,Chelsea Shields
1762,Jean-Paul Mari
1763,Josh Luber
1764,Nonny de la PeÃ±a
1765,Anote Tong
1766,Genevieve von Petzinger
1767,Ann Morgan
1768,Regina Hartley
1769,Marina AbramoviÄ‡
1770,Kristen Marhaver
1771,Jessica Shortall
1772,Chieko Asakawa
1773,Guillaume NÃ©ry
1774,Danit Peleg
1775,Raymond Wang
1776,Nicole Paris and Ed Cage
1777,Paul Greenberg
1778,Jane Fonda and Lily Tomlin
1779,AntÃ³nio Guterres
1780,Rodrigo Bijou
1781,Jason deCaires Taylor
1782,Robert Waldinger
1783,Harry Cliff
1784,Aomawa Shields
1785,David Sedlak
1786,James Veitch
1787,Melvin Russell
1788,Ole Scheeren
1789,Jill Heinerth
1790,Jill Farrant
1791,Oscar Schwartz
1792,Achenyo Idachaba
1793,Elizabeth Lev
1794,Yanis Varoufakis
1795,David Gruber
1796,Tania Simoncelli
1797,Auke Ijspeert
1798,Melati and Isabel Wijsen
1799,Linda Liukas
1800,AndrÃ©s Ruzo
1801,Judson Brewer
1802,Pardis Sabeti
1803,Matthew Williams
1804,Sean Follmer
1805,Gregory Heyworth
1806,Mike Velings
1807,Dorothy Roberts
1808,Jocelyne Bloch
1809,Celeste Headlee
1810,Shonda Rhimes
1811,Audrey Choi
1812,Mary Bassett
1813,Ivan Coyote
1814,Thomas Peschak
1815,Magda Sayeg
1816,Russ Altman
1817,Alexander Betts
1818,Travis Kalanick
1819,Reshma Saujani
1820,Caleb Harper
1821,Laura Robinson
1822,Mileha Soneji
1823,Tshering Tobgay
1824,Casey Gerald
1825,Joe Gebbia
1826,Tim Urban
1827,Jessica Ladd
1828,Arthur Brooks
1829,Meron Gribetz
1830,Adam Foss
1831,Carol Fishman Cohen
1832,Siyanda Mohutsiwa
1833,Alex Kipman
1834,AngÃ©lica Dass
1835,Dan Gross
1836,Lisa Nip
1837,Knut Haanaes
1838,Adam Grant
1839,Haley Van Dyck
1840,Danielle Feinberg
1841,Tabetha Boyajian
1842,Robert Palmer
1843,Linus Torvalds
1844,Hugh Evans
1845,Paula Hammond
1846,Astro Teller
1847,Mary Norris
1848,Christiana Figueres
1849,Aditi Gupta
1850,Kenneth Lacovara
1851,Shivani Siroya
1852,R. Luke DuBois
1853,Ameera Harouda
1854,Riccardo Sabatini
1855,Sarah Gray
1856,Alice Rawsthorn
1857,Monica Byrne
1858,Michael Bodekaer
1859,Jennifer Kahn
1860,Uri Hasson
1861,Sanford Biggers
1862,Sangeeta Bhatia
1863,Kang Lee
1864,Laura Indolfi
1865,Juno Mac
1866,Trevor Timm
1867,Lidia Yuknavitch
1868,Mariano Sigman
1869,Zaria Forman
1870,Joseph Ravenell
1871,Adam Driver
1872,Sue Desmond-Hellmann
1873,Samantha Nutt
1874,Norman Lear
1875,Stephen Wilkes
1876,CÃ©dric Villani
1877,Sajay Samuel
1878,Negin Farsad
1879,Andrew Youn
1880,Jamila Raqib
1881,Andrew Pelling
1882,Tristan Harris
1883,Gill Hicks
1884,Keolu Fox
1885,Seema Bansal
1886,Brian Little
1887,Tom Hulme
1888,Wanda Diaz Merced
1889,Julia Galef
1890,Prosanta Chakrabarty
1891,John Legend
1892,Marwa Al-Sabouni
1893,Safwat Saleem
1894,Elise Roy
1895,Leila Hoteit
1896,Eric Haseltine
1897,Emma Marris
1898,Lisa Dyson
1899,Gerard Ryle
1900,Suzanne Simard
1901,Anthony Goldbloom
1902,Martin Reeves
1903,Molly Winter
1904,Dave Brain
1905,Monica Araya
1906,James Green
1907,Gonzalo VilariÃ±o
1908,Olivier Scalabre
1909,Timothy Ihrig
1910,Vanessa Ruiz
1911,Christopher Bell
1912,Kio Stark
1913,Jonathan Tepperman
1914,David Camarillo
1915,Franz Freudenthal
1916,Neha Narula
1917,Julie Lythcott-Haims
1918,Michael Shellenberger
1919,Michael Murphy
1920,Abigail Marsh
1921,David Burkus
1922,Nadia Lopez
1923,Sebastian Kraves
1924,J.D. Vance
1925,Camille A. Brown
1926,Oded Shoseyov
1927,Sayu Bhojwani
1928,Adam de la Zerda
1929,Isaac Lidsky
1930,Rainn Wilson
1931,Ione Wells
1932,Melissa Walker
1933,Jim Hemerling
1934,Trevor Copp and Jeff Fox
1935,Todd Coleman
1936,Manwar Ali
1937,Philippa Neave
1938,Wanis Kabbaj
1939,Ian Bremmer
1940,Alyssa Monks
1941,Tasos Frantzolas
1942,Silk Road Ensemble + Rhiannon Giddens
1943,Kelli Jean Drinkwater
1944,Kandice Sumner
1945,Mallory Soldner
1946,"Amanda Palmer, Jherek Bischoff, Usman Riaz"
1947,Suzanne Barakat
1948,Fawn Qiu
1949,Hector Garcia
1950,KimberlÃ© Crenshaw
1951,Bettina Warburg
1952,Victor Rios
1953,Roger Antonsen
1954,Sandi Toksvig
1955,Adam Galinsky
1956,Joe Lassiter
1957,"Alicia Garza, Patrisse Cullors and Opal Tometi"
1958,Danny Dorling
1959,Ryan Gravel
1960,Kate Adams
1961,Tiq Milan and Kim Katrin Milan
1962,Natalie Panek
1963,Jia Jiang
1964,Veerle Provoost
1965,Kevin B. Jones
1966,Rebecca Brachman
1967,Dena Simmons
1968,Laura Vanderkam
1969,David Autor
1970,Chinaka Hodge
1971,Anjali Tripathi
1972,Sharon Brous
1973,James Beacham
1974,Erika Gregory
1975,Sam Kass
1976,Sofia Jawed-Wessel
1977,George Tulevski
1978,Dan Bricklin
1979,Alejandro SÃ¡nchez Alvarado
1980,Sisonke Msimang
1981,Jennifer Brea
1982,Ashley Judd
1983,Emily Parsons-Lord
1984,Robb Willer
1985,Paul Knoepfler
1986,Jeanne Gang
1987,Caleb Barlow
1988,Deeyah Khan
1989,Deepika Kurup
1990,Alan Smith
1991,Eduardo BriceÃ±o
1992,Sue Klebold
1993,Nagin Cox
1994,Maurice Conti
1995,Thordis Elva and Tom Stranger
1996,Joshua Smith
1997,Aala El-Khani
1998,Miriam Zoila PÃ©rez
1999, Rodrigo y Gabriela
2000,Amy Adele Hasinoff
2001,Lara Setrakian
2002,Salil Dudani
2003,Grady Booch
2004,Brittney Cooper
2005,Jonathan Rossiter
2006,Charity Wayua
2007,Stacy Smith
2008,Ani Liu
2009,Jeff Kirschner
2010,Lux Narayan
2011,Kathy Hull
2012,Sara Ramirez
2013,Carrie Poppy
2014,Megan Phelps-Roper
2015,Caroline Paul
2016,Jude Kelly
2017,Joy Buolamwini
2018,John Koenig
2019,Caitlin Doughty
2020,Carrie Nugent
2021,Peggy Orenstein
2022,Karina Galperin
2023, Silk Road Ensemble
2024,Dan Bell
2025,Peter Weinstock
2026,Michele L. Sullivan
2027,Margaret Bourdeaux
2028,Mona Chalabi
2029,Ashton Cofer
2030,Katie Hinde
2031,Michael Botticelli
2032,Moshe Szyf
2033,SÅ Percussion
2034,Emtithal Mahmoud
2035,Casey Brown
2036,"Gretchen Carlson, David Brooks"
2037,Katie Bouman
2038,SebastiÃ¡n Bortnik
2039,David R. Williams
2040,Giorgia Lupi
2041,Ari Wallach
2042,Jonathan Marks
2043,Todd Scott
2044,Zubaida Bai
2045,Siamak Hariri
2046,Natasha Hurley-Walker
2047,Amy Green
2048,David Casarett
2049,"Curtis ""Wall Street"" Carroll"
2050,Stephanie Busari
2051,Siddhartha Roy
2052,His Holiness Pope Francis
2053,Serena Williams and Gayle King
2054,Lisa Genova
2055,Deborah Lipstadt
2056,Laura Galante
2057,Karim Abouelnaga
2058,Carolyn Jones
2059,Jorge Drexler
2060,Kate Stafford
2061,Shah Rukh Khan
2062,Stuart Russell
2063,Lucy Kalanithi
2064,Ted Halstead
2065,Wendy Troxel
2066,T. Morgan Dixon and Vanessa Garrison
2067,Rutger Bregman
2068,Sitawa Wafula
2069,Anthony D. Romero
2070,Nina Fedoroff
2071, OK Go
2072,Triona McGrath
2073,Garry Kasparov
2074,Marlon Peterson
2075,Raj Panjabi
2076,Rhiannon Giddens
2077,Michael Bierut
2078,Michael Patrick Lynch
2079,Justin Davidson
2080,Carina Morillo
2081,Mehdi Ordikhani-Seyedlar
2082,Anne Lamott
2083,Richard Browning
2084,Katrina Spade
2085,Sharon Terry
2086, Sofi Tukker
2087,Jim Yong Kim
2088,Anab Jain
2089,David Miliband
2090,SinÃ©ad Burke
2091,Cheyenne Cochrane
2092,Luma Mufleh
2093,Rabbi Lord Jonathan Sacks
2094,Jorge Ramos
2095,Liz Hajek
2096,Adam Alter
2097,Kate Marvel
2098,Anil Seth
2099,Tricia Wang
2100,Susan Robinson
2101,Grace Kim
2102,Jimmy Lin
2103,Jennifer Pluznick
2104,Marc Raibert
2105,Titus Kaphar
2106,Ingrid Betancourt
2107,FranÃ§oise Mouly
2108,Joseph Redmon
2109,Tom Gruber
2110,Anjan Chatterjee
2111,Ashton Applewhite
2112,David Baron
2113,Jon Boogz and Lil Buck
2114,Anne Madden
2115,Damon Davis
2116,Manoush Zomorodi
2117,Ronald Sullivan
2118,Jack Conte
2119,Peter Calthorpe
2120,Richard J. Berry
2121,Susan Pinker
2122,Anika Paulson
2123,Cathy O'Neil
2124,Iyad Rahwan
2125,David Whyte
2126,Robin Hanson
2127,Carolyn Bertozzi
2128,Laolu Senbanjo
2129,Niki Okuk
2130,Wanuri Kahiu
2131,Tara Winkler
2132,Noriko Arai
2133,Jennifer Granick
2134,Chance Coughenour
2135,Chetan Bhatt
2136,Daan Roosegaarde
2137,Erin Marie Saltman
2138,Ray Dalio
2139,TomaÌs Saraceno
2140,Benjamin Grant
2141,OluTimehin Adegbeye
2142,Caitlin Quattromani and Lauran Arledge
2143,Emily Esfahani Smith
2144,Alexander Wagner
2145,Pierre Thiam
2146,Augie Picado
2147,Helen Czerski
2148,Sethembile Msezane
2149,Jun Wang
2150,OluÌfeÌÌ£mi TaÌiÌwoÌ€
2151,Duarte Geraldino
2152,Armando Azua-Bustos
2153,Radhika Nagpal
2154,Theo E.J. Wilson
2155,Karoliina Korppoo
